"","agency_name","position_title","attorney","employer","start_date","end_date","title","notes"
"2597","Energy","Public Affairs Specialist, Office of the Secretary","Robert Haus","K&A Strategies",2017,2018,"Political Consulting",NA
"2598","Energy","Public Affairs Specialist, Office of the Secretary","Robert Haus","RickPAC",2017,2018,"Political Consulting",NA
"2599","Energy","Public Affairs Specialist, Office of the Secretary","Robert Haus","Abstract Communications",2017,2018,"consultant",NA
"2600","Energy","Public Affairs Specialist, Office of the Secretary","Robert Haus","The Grassley Committee",2017,2018,"Campaign Manager",NA
"2601","Energy","Public Affairs Specialist, Office of the Secretary","Robert Haus","State of Iowa - Office of the Governor",2017,2018,"Chief Advisor to Lt. Governor Reynolds",NA
"2602","Energy","Public Affairs Specialist, Office of the Secretary","Robert Haus","Perry for President/RickPAC",2017,2018,"Chief Strategist, Iowa",NA
"2603","Energy","Public Affairs Specialist, Office of the Secretary","Robert Haus","K&A Strategies",2017,2018,"Consultant",NA
"2604","Energy","Public Affairs Specialist, Office of the Secretary","Robert Haus","Selzer & Co",2017,2018,"Consultant",NA
"2605","Energy","Public Affairs Specialist, Office of the Secretary","Robert Haus","Abstract Communications",2017,2018,"Consultant",NA
"2606","Interior","Deputy Commissioner","Alan Wayne Mikkelsen","Bearpaw Development; Havre, MT, US",2017,NA,"St. Mary Rehabilitation Consulting",NA
"2607","Agriculture","Confidential Assistant","Joshua Daniel Whitehouse","Donald J. Trump for President, Inc.",2017,2017,"Staff training, field organizing, convention ops, event planning, and more.",NA
"2608","Agriculture","Confidential Assistant","Joshua Daniel Whitehouse","58th Presidential Inaugural Committee",2017,2017,"Event planning",NA
"2609","Agriculture","Confidential Assistant","Joshua Daniel Whitehouse","New Hampshire General Court",2017,2017,"State Representative",NA
"2610","Interior","Special Assistant","Amy K. Mitchell","",2017,NA,"",NA
"2611","Veterans Affairs","Senior Advisor","Bert K. Mizusawa","Paxcentric, Inc.",2017,NA,"President",NA
"2612","Veterans Affairs","Senior Advisor","Bert K. Mizusawa","Trump for America, Inc.",2017,NA,"Director, National Security Policy Implementation",NA
"2613","Agriculture","Confidential Assistant","Lauren Elizabeth Sullivan","",2017,NA,"",NA
"2614","Agriculture","Policy Advisor","Peter Owen Bachmann","National Association of Conservation",2017,NA,"Non-Profit; Position as Policy Specialist",NA
"2615","Agriculture","Policy Advisor","Peter Owen Bachmann","USA Rice Federation",2017,NA,"Non-Profit; Manager of Government Affairs",NA
"2616","Agriculture","Policy Advisor","Peter Owen Bachmann","National Association of Conservation Districts",2017,NA,"Policy Specialist",NA
"2617","Agriculture","Policy Advisor","Peter Owen Bachmann","USA Rice Federation",2017,NA,"Manager of Government Affairs",NA
"2618","Health and Human Services","Deputy Assistant Secretary for Legislation (Congressional Liaison)","Sara Nur Morse","American College of Surgeons",2017,NA,"Served as the Manager of Political and Legislative Affairs in the Division of Advocacy and Health Policy. Served as chief point of contact for all Legislative and Political matters.",NA
"2619","Health and Human Services","Deputy Assistant Secretary for Legislation (Congressional Liaison)","Sara Nur Morse","American College of Surgeons",2017,NA,"Twenty percent of my salary from my position with the American College of Surgeons where I served as the Manager of Political and Legislative Affairs in the Division of Advocacy and Health Policy, came from the American College of Surgeons Professional Association. In this role, I served as chief point of contact for all Legislative and Political matters.",NA
"2620","Health and Human Services","Deputy Assistant Secretary for Legislation (Congressional Liaison)","Sara Nur Morse","American College of Surgeons",2017,NA,"Manager of Legislative and Political Affairs",NA
"2621","Health and Human Services","Principal Deputy Director for Office of Refugee Resettlement","Pedro Moreno","Prison Fellowship",2017,NA,"National Director",NA
"2622","Health and Human Services","Principal Deputy Director for Office of Refugee Resettlement","Pedro Moreno","Grand Canyon University",2017,NA,"Online Instructor Part Time",NA
"2623","Defense","Deputy White House Liaison","Thomas F. Mooney","LMI",2017,NA,"Consultant (Strategic Planning)",NA
"2624","Defense","Deputy White House Liaison","Thomas F. Mooney","LMI",2017,NA,"Consultant",NA
"2625","Defense","Deputy White House Liaison","Thomas F. Mooney","Republican Party of Wisconsin",2017,NA,"Volunteer Uncompensa ted",NA
"2626","Health and Human Services","Special Assistant, Office of the Assistant Secretary for Health","Dolly \Mari\"" Moorhead""","Rebecca Taylor",2017,NA,"Sales Associate",NA
"2627","General Services Administration","White House Liaison","Emily W. Murphy","Trump for America, Inc.",2017,NA,"Volunteer",NA
"2628","Health and Human Services","Confidential Assistant, Administration for Children and Families","Warren Anthony Negri","",2017,NA,"",NA
"2629","Health and Human Services","Director, Office of Communications, Centers for Medicare and Medicaid Services","MaryJane O. Norris","Paladin Contracting",2017,2017,"Public Relations Manager placed by Paladin with Accenture",NA
"2630","Health and Human Services","Director, Office of Communications, Centers for Medicare and Medicaid Services","MaryJane O. Norris","Accenture (Paladin Consulting client)",2017,2017,"Public Relations Manager for Accenture Federal Service and Public Sector",NA
"2631","Health and Human Services","Director, Office of Communications, Centers for Medicare and Medicaid Services","MaryJane O. Norris","Paladin Contracting",2017,2017,"Public Relations Manager for Accenture",NA
"2632","Health and Human Services","Director, Office of Communications, Centers for Medicare and Medicaid Services","MaryJane O. Norris","Deloitte Touche Tohmatsu Limited",2017,2017,"Specialist Leader, Deloitte Consulting LLP",NA
"2633","Health and Human Services","Director, Office of Communications, Centers for Medicare and Medicaid Services","MaryJane O. Norris","Deloitte Touche Tohmatsu Limited",2017,2017,"Federal Services consultant",NA
"2634","State","Spokesperson, Bureau Of Public Affairs","Heather Nauert Norby","Twenty-First Century Fox, Inc.",2017,2019,"Anchor/Correspondent",NA
"2635","State","Spokesperson, Bureau Of Public Affairs","Heather Nauert Norby","Heather Norby Discretionary Trust",2017,2019,"Trustee",NA
"2636","State","Spokesperson, Bureau Of Public Affairs","Heather Nauert Norby","The American College Center for Veterans Affairs",2017,2019,"Advisory Board Member",NA
"2637","Health and Human Services","Special Assistant","Patrick Murphy","",2017,NA,"",NA
"2638","Health and Human Services","Special Advisor, Office of Civil Rights","Maya Michelle Noronha","BakerHostetler LLP",2017,NA,"Provide legal writing and legal advice to clients primarily on redistricting litigation, campaign finance law, and voting rights.",NA
"2639","Health and Human Services","Special Advisor, Office of Civil Rights","Maya Michelle Noronha","Virginia House of Delegates",2017,NA,"Served as defendant-intervenor's counsel in Vesilind v. Virginia State Board of Elections.",NA
"2640","Health and Human Services","Special Advisor, Office of Civil Rights","Maya Michelle Noronha","Kasich for America",2017,NA,"Served as outside-counsel for presidential campaign.",NA
"2641","Health and Human Services","Special Advisor, Office of Civil Rights","Maya Michelle Noronha","Lawyers Democracy Fund",2017,NA,"Prepared amicus brief in NAACP v. McCrory.",NA
"2642","Health and Human Services","Special Advisor, Office of Civil Rights","Maya Michelle Noronha","American Resort Development Association",2017,NA,"Served as counsel on campaign finance matters.",NA
"2643","Health and Human Services","Special Advisor, Office of Civil Rights","Maya Michelle Noronha","Republican State Leadership Committee",2017,NA,"Served as counsel on campaign finance matters.",NA
"2644","Health and Human Services","Special Advisor, Office of Civil Rights","Maya Michelle Noronha","Noble House Associates, LLC",2017,NA,"Served as counsel on hotel data privacy matters.",NA
"2645","Health and Human Services","Special Advisor, Office of Civil Rights","Maya Michelle Noronha","Ontario Forest Industries Association",2017,NA,"Served as counsel in international trade matters.",NA
"2646","Health and Human Services","Special Advisor, Office of Civil Rights","Maya Michelle Noronha","Bruno Iksil",2017,NA,"Served as counsel on financial services matters.",NA
"2647","Health and Human Services","Special Advisor, Office of Civil Rights","Maya Michelle Noronha","BakerHostetler LLP",2017,NA,"Associate",NA
"2648","Health and Human Services","Special Advisor, Office of Civil Rights","Maya Michelle Noronha","Federation for American Immigration Reform",2017,NA,"Government Relations Counsel",NA
"2649","Health and Human Services","Policy Advisor for Health Policy","Beth Ann Nelson","",2017,NA,"",NA
"2650","Veterans Affairs","Senior Advisor","Camilo J. Sandoval (Camio J Sandoval)","",2017,NA,"",NA
"2651","Energy","Special Advisor, Assistant Secretary for Energy Efficiency and Renewable Energy","Kevin Alan Jayne","People's Gas Light and Coke (WEC)",2017,NA,"Utility worker",NA
"2652","Energy","Special Advisor, Assistant Secretary for Energy Efficiency and Renewable Energy","Kevin Alan Jayne","People's Gas Light and Coke (WEC)",2017,NA,"Utility Worker",NA
"2653","Veterans Affairs","Senior Advisor Appeal Mod","Peter O'Rourke","Calibre Systems",2017,2018,"Management and strategy consulting.",NA
"2654","Veterans Affairs","Senior Advisor Appeal Mod","Peter O'Rourke","Calibre Systems",2017,2018,"Principal",NA
"2655","State","Special Advisor to Transition, Office Of The Secretary","Carol O'Connell","Carson America, Inc.",2017,NA,"To arrange an international trip for Dr. Be n Carson, candidate for president and his s enior staff.  ",NA
"2656","State","Special Advisor to Transition, Office Of The Secretary","Carol O'Connell","AHope for Children",2017,NA,"Officer",NA
"2657","State","Staff Assistant, Office Of The Under Secretary For Civilian Security, Democracy, And Human Rights","Catharine P. O'Neill","University of Vermont",2017,NA,"Employee",NA
"2658","Labor","Attorney Advisor","Shawn Michael Packer","George Mason University",2017,NA,"Adjunct",NA
"2659","Treasury","Special Advisor","Eric Stein","Population Diagnostics",2017,NA,"Board Member",NA
"2660","Treasury","Special Advisor","Eric Stein","Woodpecker Pharma Holdings, LLC",2017,NA,"Co-Managing Member",NA
"2661","Treasury","Special Advisor","Eric Stein","FSI Group",2017,NA,"Managing Director",NA
"2662","Energy","Associate Administrator for External Affairs, National Nuclear Security Administration","Nora Khalil","",2017,2018,"",NA
"2663","Defense","Under Secretary of the Air Force","Matthew P. Donovan","",2017,NA,"",NA
"2664","Health and Human Services","Policy Advisor for Public Health and Science","Laura Christine Pence","",2017,NA,"",NA
"2665","Housing and Urban Development","Senior Advisor","Lynne M. Patton","The Trump Organization, Inc.",2017,NA,"Vice President & Senior Family Aide",NA
"2666","Housing and Urban Development","Senior Advisor","Lynne M. Patton","The Trump Organization, Inc.",2017,NA,"Vice President & Senior Aide to the Trump Family",NA
"2667","Housing and Urban Development","Senior Advisor","Lynne M. Patton","The Eric Trump Foundation",2017,NA,"Vice President and Board Member",NA
"2668","General Services Administration","Senior Advisor, Office of Small Business Utilization","William Pettigrew","Philadelphia Authority",2017,NA,"Director",NA
"2669","General Services Administration","Senior Advisor, Office of Small Business Utilization","William Pettigrew","Philadelphia Parking Authority",2017,NA,"Director",NA
"2670","Labor","Special Assistant to the Secretary","Andrew M. Patterson","Republican Party of Pennsylvania",2017,NA,"Performed activies to help promote Republican candidates in Pennsylvania.",NA
"2671","Health and Human Services","Special Assistant","Caitlin Lisa Patenaude","J. Ronald Terwilliger Foundation",2017,2019,"As VP of Policy/Dir of Operations, I monitor housing-related legislation and assess policy impacts. I develop the program for briefings, meetings and the 2017 Housing America's Families Forum. I also develop the Foundation budget, work on white papers and policy briefs, manage social media, work with the advisory board and executive committee and manage relationships with the housing industry.  Previous positions were Senior Policy Analyst and intern.",NA
"2672","Health and Human Services","Special Assistant","Caitlin Lisa Patenaude","J. Ronald Terwilliger Foundation",2017,2019,"VP of Policy/Director of Operations",NA
"2673","Health and Human Services","Special Assistant","Caitlin Lisa Patenaude","J. Ronald Terwilliger Foundation",2017,2019,"Senior Policy Analyst",NA
"2674","Health and Human Services","Special Assistant","Caitlin Lisa Patenaude","J. Ronald Terwilliger Foundation",2017,2019,"Intern",NA
"2675","Health and Human Services","Special Assistant","Caitlin Lisa Patenaude","Belmont University College of Law",2017,2019,"Academic Research Assistant",NA
"2676","Health and Human Services","Special Assistant","Caitlin Lisa Patenaude","PricewaterhouseCoopers",2017,2019,"Legal Intern",NA
