id,name_rus,name_eng,position_rus,position_eng,office_rus,office_eng,date_of_appointment,gender,year_of_birth,age,birth_place_region_rus,birth_place_region_eng,birth_place_location_rus,birth_place_location_eng,university_rus,university_eng,grad_year,ed_level_rus,ed_level_eng,employer_rus,employer_eng,`,emp_region_eng,start_date,end_date,last_title_rus,last_title_eng,2019_fired,2020_fired,image,staff_income,spouse_income,income_2019,income_2018,notes_rus,notes_eng
171,Дибиров Магомед Дибирмагомедович,Dibirov Magomed Dibirmagomedovich,заместитель начальника управления Главного управления- начальник отдела,Deputy Head of Main Department - Head of Department,Генеральная прокуратура,General prosecutor's Office,2019,male,1961,59,Дагестан,Dagestan,"Бацада, Гунибского района","Batsada, Gunib District",Дагестанский государственный университет,Dagestan State University,1987,специалист,specialist,Прокуратура Таджикистана,Tajik Prosecutor,Таджикистан,Tajikistan,1988,1993,Чкаловск Ленинабадской обл Таджикистана,Chkalov Leninabad region of Tajikistan,,,https://whoiswhopersona.info/wp-content/uploads/2016/11/%D0%94%D0%B8%D0%B1%D0%B8%D1%80%D0%BE%D0%B2-%D0%9C%D0%B0%D0%B3%D0%BE%D0%BC%D0%B5%D0%B4-%D0%94%D0%B8%D0%B1%D0%B8%D1%80%D0%BC%D0%B0%D0%B3%D0%BE%D0%BC%D0%B5%D0%B4%D0%BE%D0%B2%D0%B8%D1%87-300x190.jpg,"3 153 740,00",,1,,,
53,,,,,,,,,,,,,,,,,,,,Прокуратура Орловской области,The prosecutor's office of the Oryol region,Орловская область,Oryol Region,1998,2002,Следователь прокуратуры Хотынецкого района,Investigator Hotynetskogo area,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,Прокуратура Брянской области,The prosecutor's office of the Bryansk region,Брянская область,Bryansk region,2002,2005,Заместитель прокурора Карачевского района,Deputy Attorney Karachevsky District,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,Прокуратура Москвы,Moscow Prosecutor's Office,Москва,Moscow,2005,2017,"Начальника 3 отдела управления, заместитель Преображенского межрайонного прокурора","3 Chief Management Department, Deputy Transfiguration interdistrict prosecutor",,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,Прокуратура Новгородской области,The prosecutor's office of the Novgorod region,Новгородская область,Novgorod region,2017,2019,Заместитель прокурора региона,The deputy prosecutor of the region,,,,,,,,,
167,Дроздецкий Владимир Анатольевич,Drozdetsky Vladimir Anatolievich,заместитель начальника управления – начальник отдела,Deputy Head of Department - Head of Division,управление Генеральной прокуратуры в Уральском федеральном округе,Management of the General Prosecutor's Office in the Ural Federal District,2008,male,1975,45,Свердловская область,Sverdlovsk region,Верхняя Пышма,Verhnaya Pyshma,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1996,специалист,specialist,Прокуратура Свердловской области,The prosecutor's office of the Sverdlovsk region,Свердловская область,Sverdlovsk region,1996,2001,Верхняя Пышма,Verhnaya Pyshma,,,http://genprok-urfo.ru/images_ckeditor/268-c1737352ef61728694781fbecbe54611.jpg,"4 230 522,00","1 375 934,00",1,,,
54,,,,,,,,,,,,,,,,,,,,Прокуратура Алтайского края,The Prosecutor's Office of the Altai Territory,Алтайский край,Altai region,2009,2019,Прокурор региона,region prosecutor,,,,,,,,,
51,Егоров Николай Валентинович,Egorov Nikolay Valentinovich,Прокурор региона,region prosecutor,Ненецкий автономный округ,Nenets Autonomous Okrug,2013,male,1962,58,,,,,Санкт-Петербургский государственный университет (Ленинградский государственный университет),Saint Petersburg State University (Leningrad State University),1987,специалист,specialist,Прокуратура Ленинградской области,The prosecutor's office of the Leningrad Region,Санкт-Петербург,St. Petersburg,1986,2008,Киришская городская прокуратура,Kirishi city prosecutor's office,,,https://whoiswhopersona.info/wp-content/uploads/2016/11/%D0%95%D0%B3%D0%BE%D1%80%D0%BE%D0%B2-%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9-%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87_1-300x190.jpg,"7 216 876,76",,1,,Назначают в Коми,Probably will be nominated as prosecutor at Komi region
55,,,,,,,,,,,,,,,,,,,,Прокуратура Курской области,The prosecutor's office of Kursk region,Курская область,Kursk region,,2010,Заместититель прокурора региона,Zamestititel Attorney region,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,Прокуратура Курской области,The prosecutor's office of Kursk region,Курская область,Kursk region,2010,2019,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,Прокуратура Калужской области,The prosecutor's office of the Kaluga region,Калужская область,Kaluga region,2019,2020,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
17,Ежов Алексей Владимирович,Yezhov Alexey Vladimirovich,Прокурор региона,region prosecutor,Дагестан,Dagestan,2019,male,1980,40,Алтайский край,Altai region,Рубцовск,Rubtsovsk,Сибирский юридический институт МВД,Siberian Institute of Law Ministry of Internal Affairs,2001,специалист,specialist,Прокуратура Хакасии,The Prosecutor's Office of Khakassia,Хакасия,Khakassia,2001,2008,Помощник прокурора,assistant Attorney,,,https://md-gazeta.ru/wp-content/uploads/2018/04/photo_2018-04-11_16-46-48-1024x616.jpg,"3 879 161,00","134 128,00",1,,,
